# time step,model 2 server believed rewards, model 2 true rewards, random true rewards
522.0,6.713400,1.012700,0.653700
523.0,6.711700,1.012700,0.653700
524.0,6.709800,1.012900,0.653600
525.0,6.709600,1.012900,0.653900
526.0,6.707700,1.013000,0.654100
527.0,6.707300,1.013100,0.654000
528.0,6.705400,1.013200,0.654100
529.0,6.705000,1.013300,0.654100
530.0,6.702500,1.013300,0.654200
531.0,6.701800,1.013400,0.654200
532.0,6.701000,1.013400,0.654200
533.0,6.699100,1.013500,0.654000
534.0,6.697100,1.013600,0.654000
535.0,6.695800,1.013700,0.653800
536.0,6.694900,1.013700,0.653800
537.0,6.692700,1.013800,0.653700
538.0,6.690800,1.013800,0.653800
539.0,6.688900,1.013800,0.653600
540.0,6.686200,1.013900,0.653500
541.0,6.685100,1.013900,0.653600
542.0,6.684000,1.014000,0.653500
543.0,6.682100,1.014100,0.653500
544.0,6.682400,1.014300,0.653600
545.0,6.681200,1.014500,0.653800
546.0,6.679200,1.014500,0.653800
547.0,6.677600,1.014600,0.653900
548.0,6.676400,1.014700,0.653800
549.0,6.675500,1.014800,0.653700
550.0,6.674400,1.014900,0.653700
551.0,6.671400,1.014900,0.653800
552.0,6.670400,1.015100,0.653600
553.0,6.668800,1.015200,0.653500
554.0,6.666000,1.015100,0.653200
555.0,6.665200,1.015200,0.653300
556.0,6.666000,1.015300,0.653400
557.0,6.665400,1.015400,0.653300
558.0,6.665100,1.015500,0.653200
559.0,6.664200,1.015500,0.653300
560.0,6.662300,1.015600,0.653400
561.0,6.661300,1.015600,0.653300
562.0,6.660600,1.015700,0.653500
563.0,6.659500,1.015800,0.653600
564.0,6.657600,1.015800,0.653400
565.0,6.656800,1.015900,0.653500
566.0,6.655000,1.016000,0.653600
567.0,6.653800,1.016100,0.653500
568.0,6.650700,1.016100,0.653400
569.0,6.649300,1.016300,0.653400
570.0,6.648300,1.016300,0.653200
571.0,6.646700,1.016400,0.653200
572.0,6.646000,1.016500,0.653300
573.0,6.644600,1.016500,0.653200
574.0,6.644000,1.016600,0.653000
575.0,6.643100,1.016600,0.653000
576.0,6.641400,1.016700,0.653000
577.0,6.641400,1.016800,0.653000
578.0,6.639300,1.016900,0.653200
579.0,6.636100,1.016800,0.653100
580.0,6.635000,1.016900,0.653300
581.0,6.632900,1.017000,0.653400
582.0,6.631900,1.017100,0.653400
583.0,6.631500,1.017200,0.653300
584.0,6.630600,1.017200,0.653300
585.0,6.629100,1.017400,0.653200
586.0,6.628000,1.017500,0.653100
587.0,6.627000,1.017500,0.653100
588.0,6.626000,1.017500,0.653300
589.0,6.623400,1.017500,0.653300
590.0,6.623100,1.017500,0.653500
591.0,6.621700,1.017500,0.653700
592.0,6.619900,1.017600,0.653900
593.0,6.617900,1.017600,0.654000
594.0,6.616000,1.017600,0.654000
595.0,6.615200,1.017700,0.654200
596.0,6.614000,1.017800,0.654300
597.0,6.613200,1.017900,0.654500
598.0,6.611800,1.018000,0.654500
599.0,6.610200,1.018100,0.654400
600.0,6.609600,1.018200,0.654400
601.0,6.607800,1.018200,0.654300
602.0,6.606400,1.018300,0.654500
603.0,6.607500,1.018500,0.654400
604.0,6.606500,1.018500,0.654500
605.0,6.604700,1.018600,0.654400
606.0,6.603200,1.018600,0.654400
607.0,6.602800,1.018600,0.654400
608.0,6.600900,1.018700,0.654300
609.0,6.600600,1.018900,0.654400
610.0,6.601200,1.019000,0.654300
611.0,6.600700,1.019000,0.654300
612.0,6.599500,1.019200,0.654200
613.0,6.597900,1.019200,0.654100
614.0,6.597000,1.019300,0.654300
615.0,6.595000,1.019300,0.654300
